nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0405190	Marc Hyman	\N	\N	writer,script_department,miscellaneous	tt0181739,tt0258470,tt2034800,tt0418279
nm0405632	Mikael Håfström	1960	\N	writer,director,assistant_director	tt0338309,tt0450385,tt0298412,tt1161864
nm0408488	Agenore Incrocci	1919	2005	writer,director,actor	tt0052216,tt0056945,tt0058564,tt0062271
nm0410331	Washington Irving	1783	1859	writer	tt9899970,tt0051312,tt3055374,tt0162661
nm0412465	James Ivory	1928	\N	director,writer,producer	tt0104454,tt0107943,tt5726616,tt0091867
nm0414448	Jim Jacobs	1942	\N	soundtrack,actor,writer	tt0884732,tt0084021,tt1282140,tt0077631
nm0414893	Mark Jacobson	1948	\N	writer,producer	tt0765429,tt0247199,tt0205461,tt1125929
nm0415425	Rick Jaffa	1956	\N	writer,producer,actor	tt0369610,tt1318514,tt2103281,tt3450958
nm0416807	P.D. James	1920	2014	writer,producer,actress	tt0206634,tt2951788,tt0346847,tt0088483
nm0418321	Karen Janszen	\N	\N	writer,producer	tt4939064,tt1564349,tt0281358,tt0361715
nm0418883	Kevin Jarre	1954	2011	writer,actor,producer	tt0089880,tt0097441,tt0118972,tt0120616
nm0419830	Al Jean	1961	\N	producer,writer,miscellaneous	tt0108734,tt0090459,tt0096697,tt0462538
nm0420941	Patty Jenkins	1971	\N	director,writer,producer	tt0367279,tt0451279,tt0340855,tt1637727
nm0421776	Vicky Jenson	\N	\N	art_department,animation_department,art_director	tt1142433,tt0126029,tt0307453
nm0423161	Daan Jippes	1945	\N	art_department,writer,animation_department	tt0181739,tt0103639,tt0389790,tt0120762
nm0423626	Rowan Joffe	1972	\N	writer,producer,director	tt0258761,tt1726592,tt1233192,tt1440728
nm0424315	Geoff Johns	1973	\N	writer,producer,miscellaneous	tt1641384,tt1477834,tt3107288,tt1043813
nm0424556	Barry Johnson	\N	\N	art_department,animation_department,writer	tt2245084,tt0120762,tt0110357,tt0119282
nm0424688	Buddy Johnson	\N	\N	producer,miscellaneous,writer	tt0175142,tt0277371,tt0795461,tt0306047
nm0424735	Catherine Johnson	1957	\N	writer,producer	tt0795421,tt6911608,tt1651063,tt0197170
nm0424901	David Leslie Johnson-McGoldrick	\N	\N	producer,writer,miscellaneous	tt1486185,tt1477834,tt3065204,tt1148204
nm0424956	Diane Johnson	1934	\N	writer	tt0306734,tt2552826,tt7345008,tt0081505
nm0425138	George Clayton Johnson	1929	2015	writer,actor,producer	tt0074812,tt5164214,tt0240772,tt0086491
nm0425756	Mark Steven Johnson	1964	\N	writer,director,producer	tt0287978,tt0259324,tt0107050,tt6032328
nm0425843	Mike Johnson	\N	\N	animation_department,director,producer	tt0440267,tt0107688,tt0121164,tt2401878
nm0426059	Rian Johnson	1973	\N	director,writer,editor	tt8946378,tt0393109,tt1276104,tt2527336
nm0426500	Kurt Johnstad	\N	\N	writer,producer,camera_department	tt2406566,tt1591479,tt1253863,tt0416449
nm0427305	George Jonas	1935	2016	writer,producer,director	tt0250913,tt0139945,tt0180977,tt0408306
nm0427993	Earl Richey Jones	\N	\N	writer,miscellaneous,producer	tt0359517,tt5034886,tt2400129,tt1436562
nm0430785	Abhijat Joshi	\N	\N	writer,actor,composer	tt6452574,tt1187043,tt0456144,tt2338151
nm0431918	Mike Judge	1962	\N	writer,producer,actor	tt0105950,tt0151804,tt0118375,tt0115641
nm0432622	Traudl Junge	1920	2002	writer,miscellaneous	tt0048295,tt0311320,tt0363163,tt0168336
nm0432627	Gil Junger	1954	\N	director,producer,miscellaneous	tt0265087,tt0147800,tt0332136,tt0108761
nm0436164	Laeta Kalogridis	1965	\N	writer,producer,script_department	tt2261227,tt0437086,tt0346491,tt1130884
nm0436314	Kaan Kalyon	\N	\N	animation_department,writer,art_department	tt0114148,tt0844471,tt0133240,tt0119282
nm0436543	Robert Mark Kamen	1947	\N	writer,producer,script_department	tt0293662,tt0097647,tt0119116,tt0936501
nm0436687	Didier Kaminka	1943	\N	actor,writer,director	tt0113721,tt0111503,tt5279722,tt0072323
nm0436757	Stuart Kaminsky	1934	2009	writer	tt0107108,tt0092969,tt0279515,tt0087843
nm0438449	Mitchell Kapner	\N	\N	writer,producer,miscellaneous	tt0327247,tt0093010,tt0190138,tt0165929
nm0438989	Larry Karaszewski	1961	\N	writer,producer,director	tt0109707,tt0117318,tt1126590,tt2788432
nm0440458	Jake Kasdan	1974	\N	producer,director,actor	tt7975244,tt0473709,tt0841046,tt0120906
nm0440459	Jonathan Kasdan	1979	\N	actor,writer,director	tt0285531,tt0419843,tt1763303,tt3778644
nm0441300	Jason Katims	\N	\N	producer,writer,miscellaneous	tt1416765,tt1606389,tt0758745,tt0201391
nm0441718	Gloria Katz	1942	2018	writer,producer,actress	tt0087469,tt0086955,tt0091225,tt0069704
nm0441735	Jason Katz	\N	\N	animation_department,art_department,writer	tt0120623,tt0382932,tt2380307,tt1049413
nm0442109	Charlie Kaufman	1958	\N	writer,producer,miscellaneous	tt0383028,tt0120601,tt2401878,tt0338013
nm0442190	Ken Kaufman	1963	\N	writer,music_department,producer	tt1764651,tt0186566,tt0338188,tt0158811
nm0442241	Philip Kaufman	1936	\N	writer,director,producer	tt0086197,tt0077745,tt0096332,tt0082971
nm0442483	Mark Kausler	1948	\N	animation_department,art_department,director	tt0405054,tt0110357,tt0086491,tt0181739
nm0443227	Shigeru Kayama	1904	1975	writer	tt0047034,tt0197521,tt0050251,tt0831387
nm0443411	Tony Kaye	1952	\N	director,cinematographer,producer	tt0120586,tt0841119,tt1683526,tt3258298
nm0443855	Glen Keane	1954	\N	animation_department,art_department,director	tt0398286,tt0120855,tt0114148,tt0101414
nm0445669	Jason Keller	1968	\N	writer,producer	tt1211956,tt1950186,tt1606378,tt1586752
nm0446819	Richard Kelly	1975	\N	writer,producer,director	tt0405336,tt0362478,tt0246578,tt0421054
nm0447745	Thomas Keneally	1935	\N	writer,actor	tt0166180,tt0088119,tt0108052,tt6802798
nm0447945	Byron Kennedy	1949	1983	producer,writer,cinematographer	tt0082694,tt0067953,tt0079444,tt0079501
nm0448208	Mark Kennedy	\N	\N	animation_department,art_department,writer	tt0133240,tt0120855,tt0119282,tt0371606
nm0448392	Troy Kennedy-Martin	1932	2009	writer,miscellaneous,actor	tt0064505,tt0065938,tt0095963,tt0317740
nm0448768	Jennifer Kent	1969	\N	actress,director,writer	tt0118406,tt2321549,tt0466566,tt4068576
nm0448809	Mollie Kent	\N	\N	script_department,writer	tt0050737,tt0050295,tt0051885,tt0064418
nm0449984	Irvin Kershner	1923	2010	director,cinematographer,actor	tt0110725,tt0086006,tt0100502,tt0080684
nm0450181	Ken Kesey	1935	2001	writer,actor,director	tt0111522,tt0075336,tt0073486,tt0067774
nm0452878	Ryûzô Kikushima	1914	1989	writer,producer	tt0055630,tt0051808,tt0057565,tt0056443
nm0456017	Rudyard Kipling	1865	1936	writer,soundtrack,production_designer	tt2388771,tt3040964,tt0073341,tt0061852
nm0456158	Jack Kirby	1917	1994	writer,animation_department,miscellaneous	tt1825683,tt4154756,tt4154796,tt0371746
nm0456732	Karey Kirkpatrick	1964	\N	writer,soundtrack,producer	tt0120630,tt6182908,tt0116683,tt0327084
nm0457736	Edward Kitsis	\N	\N	producer,writer,miscellaneous	tt1843230,tt0411008,tt0312098,tt1104001
nm0458441	Josh Klausner	\N	\N	writer,assistant_director,director	tt0129387,tt6966692,tt6981634,tt1279935
nm0458566	Jeff Kleeman	\N	\N	producer,writer,executive	tt1638355,tt1524930,tt0109836,tt1872194
nm0459170	Randal Kleiser	1946	\N	director,producer,actor	tt0091059,tt0077631,tt0080453,tt0104437
nm0460057	Harald Kloser	1956	\N	composer,soundtrack,producer	tt0443649,tt1190080,tt0370263,tt0319262
nm0460141	Steve Kloves	1960	\N	writer,director,producer	tt1201607,tt0097322,tt0106926,tt0185014
nm0460146	Jorgen Klubien	\N	\N	animation_department,art_department,writer	tt1142977,tt0107688,tt3861390,tt0317219
nm0460190	P.F. Kluge	1942	\N	writer	tt0097262,tt0072890,tt0085475
nm0460200	Jeffrey Kluger	\N	\N	writer,actor,miscellaneous	tt8781928,tt0112384,tt0472992,tt5428494
nm0460206	Brian Klugman	1975	\N	actor,writer,director	tt3829884,tt1840417,tt1104001,tt1060277
nm0460632	Allan Knee	\N	\N	writer,producer	tt1496767,tt0078683,tt0308644,tt1300580
nm0460795	Andrew Knight	\N	\N	producer,writer,miscellaneous	tt3007512,tt0138785,tt2119532,tt1587000
nm0461306	John Knoll	1962	\N	visual_effects,miscellaneous,actor	tt0383574,tt0121765,tt1663662,tt3748528
nm0462321	Howard Koch	1901	1995	writer,actor,producer	tt0062990,tt0034583,tt0034167,tt0032701
nm0462895	David Koepp	1963	\N	writer,miscellaneous,director	tt0164181,tt0145487,tt0107290,tt0117060
nm0463359	Abby Kohn	\N	\N	writer,producer,director	tt1001508,tt6791096,tt1292566,tt0151738
nm0464548	Todd Komarnicki	\N	\N	writer,producer,director	tt0319343,tt0457433,tt3263904,tt0765476
nm0465199	Lawrence Konner	\N	\N	writer,producer,miscellaneous	tt0979432,tt0094074,tt0133152,tt0102975
nm0466175	Steve Koren	\N	\N	writer,producer,actor	tt0315327,tt0098904,tt0072562,tt1759761
nm0466349	Baltasar Kormákur	1966	\N	producer,director,writer	tt1272878,tt0237993,tt0805576,tt0332381
nm0466925	Scott Kosar	\N	\N	producer,writer	tt0455407,tt0324216,tt6763664,tt0361862
nm0467646	Ted Kotcheff	1931	\N	producer,director,actor	tt0067541,tt0098627,tt0083944,tt0071155
nm0467942	Jim Kouf	1951	\N	writer,producer,director	tt1830617,tt0368891,tt0316732,tt0120812
nm0468997	Michael Kozoll	\N	\N	writer,miscellaneous,producer	tt0081873,tt0065317,tt0083944,tt0102004
nm0471014	Herbert Kretzmer	1925	\N	soundtrack,writer,music_department	tt1758830,tt1754109,tt1707386,tt0125439
nm0471811	Kim Krizan	1961	\N	actress,writer	tt0243017,tt0112471,tt0106677,tt0381681
nm0472567	Ehren Kruger	1972	\N	writer,producer,executive	tt1219827,tt0298130,tt3861390,tt0137363
nm0476064	Alex Kurtzman	1973	\N	producer,writer,miscellaneous	tt0796366,tt2345759,tt2647544,tt5171438
nm0476071	Robert Kurtzman	1964	\N	make_up_department,special_effects,writer	tt0116367,tt3748172,tt4030600,tt6763664
nm0477035	Corey Yuen	1951	\N	actor,stunts,director	tt0425637,tt0300620,tt0293662,tt0094374
nm0481418	Richard LaGravenese	1959	\N	writer,producer,director	tt0463998,tt1559547,tt1291580,tt0101889
nm0481618	Bert Lahr	1895	1967	actor,soundtrack,writer	tt0037062,tt0035320,tt0032138,tt0035338
nm0481990	Peter Laird	1954	\N	writer,art_department,producer	tt0103060,tt1291150,tt0108308,tt3949660
nm0482780	Ross LaManna	\N	\N	writer	tt0120812,tt4085584,tt0293564,tt0266915
nm0483766	Jake LaMotta	1922	2017	actor,writer,miscellaneous	tt0054997,tt1148205,tt0081398,tt0079153
nm0484111	Bill Lancaster	1947	1997	writer,actor,producer	tt0408524,tt0084787,tt0078566,tt0074174
nm0484840	Max Landis	1985	\N	writer,producer,actor	tt3316948,tt2091935,tt4047038,tt5519340
nm0484907	Christopher Landon	1975	\N	writer,producer,director	tt2473682,tt1727776,tt1778304,tt8155288
nm0486538	Noel Langley	1911	1980	writer,director,producer	tt0055458,tt0048458,tt0032138,tt0045030
nm0487166	Yorgos Lanthimos	1973	\N	director,writer,producer	tt5083738,tt5715874,tt1379182,tt3464902
nm0490147	Nick Lathouris	\N	\N	actor,miscellaneous,director	tt4575512,tt0107093,tt0079501,tt1392190
nm0491011	Guillaume Laurant	1961	\N	writer,actor	tt0112682,tt0211915,tt0344510,tt1149361
nm0492038	Enrique López Lavigne	\N	\N	producer,actor,writer	tt1649419,tt0463854,tt5862312,tt0254455
nm0492909	Marc Lawrence	1959	\N	writer,producer,miscellaneous	tt0758766,tt0313737,tt0212346,tt1314228
nm0493042	T.E. Lawrence	1888	1935	writer	tt4953288,tt6837042,tt0056172,tt0194547
nm0493369	J.F. Lawton	1960	\N	writer,producer,director	tt0100405,tt0105690,tt0115857,tt0398913
nm0493857	Philip LaZebnik	1953	\N	writer,producer,miscellaneous	tt0120762,tt0092455,tt0114148,tt0120794
nm0494170	John le Carré	1931	\N	writer,producer,actor	tt0236784,tt1399664,tt1340800,tt0387131
nm0495378	Charles Leavitt	\N	\N	writer,actor,producer	tt1121096,tt1390411,tt0450259,tt0803096
nm0496468	Charles Lederer	1911	1976	writer,director,script_department	tt0039536,tt0053109,tt0045810,tt0032599
nm0497369	Harper Lee	1926	2016	writer,producer,miscellaneous	tt2871832,tt0055691,tt0056592
nm0498278	Stan Lee	1922	2018	producer,writer,actor	tt1825683,tt2250912,tt3896198,tt1211837
nm0498834	Meg LeFauve	\N	\N	writer,producer,script_department	tt1979388,tt2096673,tt4154664,tt9288748
nm0499429	Benjamin Legrand	1950	\N	writer,assistant_director,actor	tt1706620,tt3422078,tt0305143,tt6156584
nm0499626	Ernest Lehman	1915	2005	writer,producer,soundtrack	tt0047437,tt0053125,tt0061184,tt0055614
nm0499628	Gladys Lehman	1892	1993	writer,script_department	tt0016989,tt0037408,tt0119643,tt0040556
nm0500444	Danny Leiner	1961	2018	director,producer,writer	tt0402230,tt0366551,tt0242423,tt0787470
nm0500610	David Leitch	\N	\N	stunts,actor,assistant_director	tt2911666,tt2406566,tt5463162,tt6806448
nm0500858	Larry Leker	\N	\N	art_department,animation_department,writer	tt0110357,tt0084649,tt0103639,tt0166813
nm0501359	Darren Lemke	\N	\N	writer,producer,director	tt1351685,tt0448115,tt1025100,tt1860353
nm0501380	Jonathan Lemkin	\N	\N	writer,miscellaneous,director	tt0199753,tt0118971,tt0122151,tt0822854
nm0501729	Robert Lence	\N	\N	art_department,writer,animation_department	tt0126029,tt0120623,tt0114709,tt0101414
nm0502073	Thomas Lennon	1970	\N	actor,producer,writer	tt0477347,tt1155056,tt0370194,tt0974661
nm0503777	Mervyn LeRoy	1900	1987	director,producer,actor	tt0056048,tt0048380,tt0043949,tt0032138
nm0504642	Louis Leterrier	1973	\N	director,producer,actor	tt0293662,tt0342258,tt0800080,tt3381008
nm0505230	Jeremy Leven	1941	\N	writer,producer,director	tt0332280,tt0146984,tt0433035,tt0112883
nm0505522	David Levien	\N	\N	writer,producer,director	tt0443543,tt2364841,tt0496806,tt0313542
nm0505615	Ira Levin	1929	2007	writer,soundtrack,actor	tt0063522,tt0108162,tt0073747,tt0327162
nm0505648	Larry Levin	\N	\N	writer,producer	tt0240462,tt0118998,tt0105947,tt1155056
nm0506613	Shawn Levy	1968	\N	producer,director,actor	tt0174388,tt1714206,tt2543164,tt4574334
nm0507000	C.S. Lewis	1898	1963	writer	tt1872184,tt0980970,tt0363771,tt0499448
nm0508446	Ken Li	\N	\N	writer	tt1251053,tt0232500
nm0509448	Jonathan Liebesman	1976	\N	director,producer,writer	tt0282209,tt1291150,tt1217613,tt0259323
nm0509580	Rob Liefeld	1967	\N	writer,producer,miscellaneous	tt3116022,tt3053198,tt1266544,tt4641774
nm0510674	Kevin Lima	1962	\N	animation_department,director,producer	tt0120855,tt0113198,tt0461770,tt0103639
nm0510731	Doug Liman	1965	\N	producer,director,miscellaneous	tt0258463,tt1631867,tt0117802,tt0977855
nm0510912	Justin Lin	1973	\N	producer,director,writer	tt1596343,tt0280477,tt1905041,tt2660888
nm0511541	Damon Lindelof	1973	\N	writer,producer,miscellaneous	tt0411008,tt0796366,tt7049682,tt2699128
nm0512137	John Ajvide Lindqvist	1968	\N	writer	tt5501104,tt1139797,tt1228987,tt2118648
nm0512231	Howard Lindsay	1889	1968	writer,actor,miscellaneous	tt0059742,tt0039566,tt0028333,tt0036613
nm0513130	Paulo Lins	1958	\N	writer,director,actor	tt0296755,tt6353166,tt0317248,tt0424374
nm0513974	Steven Lisberger	1951	\N	writer,director,animation_department	tt0084827,tt0093215,tt0078780,tt1104001
nm0514821	Alex Litvak	\N	\N	writer,producer,actor	tt0455782,tt1509767,tt1424381,tt1741202
nm0517589	John Logan	1961	\N	writer,producer,executive	tt1074638,tt0408236,tt0338751,tt0172495
nm0517615	Michael Logan	\N	\N	writer	tt0060620,tt0191124,tt0043522,tt0053291
nm0518836	Kenneth Lonergan	1962	\N	writer,actor,director	tt0203230,tt0217505,tt0466893,tt4034228
nm0519009	Jeannie Long	\N	\N	writer	tt2404573,tt1095428,tt0251127
nm0519209	Tim Long	1969	\N	producer,writer,miscellaneous	tt0096697,tt0462538,tt10126040,tt0386789
nm0520488	Phil Lord	1975	\N	producer,writer,director	tt1490017,tt0305011,tt2294449,tt4633694
nm0522554	Jim Lovell	1928	\N	actor,writer,miscellaneous	tt0074851,tt0925248,tt0112384,tt4810284
nm0524095	Caryn Lucas	\N	\N	producer,writer,miscellaneous	tt1830622,tt0106080,tt0212346,tt0385307
nm0524190	Jon Lucas	\N	\N	writer,producer,director	tt1119646,tt6359956,tt4651520,tt1711425
nm0524924	Robert Ludlum	1927	2001	writer,actor,producer	tt0372183,tt1194173,tt0258463,tt4196776
nm0525303	Baz Luhrmann	1962	\N	writer,director,producer	tt0203009,tt1343092,tt0455824,tt0117509
nm0525659	Robert Luketic	1973	\N	director,producer,writer	tt1103153,tt0478087,tt1142988,tt0250494
nm0526199	Kátia Lund	1966	\N	director,writer,assistant_director	tt0317248,tt0296108,tt0118615,tt2166160
nm0526967	Frank Lupo	\N	\N	writer,producer,script_department	tt0086734,tt0429493,tt0084967,tt0086789
nm0527261	Patrick Lussier	\N	\N	editor,editorial_department,director	tt1179891,tt1502404,tt0219653,tt1340138
nm0527581	Karen McCullah	\N	\N	writer,producer,miscellaneous	tt0250494,tt0852713,tt1142988,tt0147800
nm0528244	Brian Lynch	1973	\N	writer,actor,director	tt2293640,tt0118842,tt0448694,tt2709768
nm0529450	Miklós László	1903	1973	writer,actor	tt0033045,tt0040159,tt0128853,tt0041507
nm0531381	Bonnie MacBird	\N	\N	actress,writer,assistant_director	tt6604188,tt0084827,tt1104001,tt1812523
nm0531431	Ruggero Maccari	1919	1989	writer,director,miscellaneous	tt0060545,tt0093004,tt0076085,tt0082883
nm0532235	Seth MacFarlane	1973	\N	writer,music_department,producer	tt0182576,tt0397306,tt1637725,tt2557490
nm0533284	David Mackenzie	1966	\N	director,producer,writer	tt1439572,tt0466816,tt2582782,tt2567712
nm0533691	Angus MacLane	\N	\N	animation_department,actor,writer	tt0317705,tt2277860,tt0910970,tt2446040
nm0536632	Sharon Maguire	1960	\N	director,producer,writer	tt1473832,tt0984200,tt1896747,tt0243155
nm0536941	John Lee Mahin	1902	1984	writer,producer,actor	tt0044030,tt0028691,tt0054127,tt0050490
nm0537004	Zdenek Mahler	1928	2018	writer,actor,miscellaneous	tt0086879,tt0171411,tt1754123,tt0173279
nm0538320	Alan Mak	1965	\N	director,actor,writer	tt1349853,tt0369060,tt0374339,tt0338564
nm0538588	Rick Maki	\N	\N	production_designer,animation_department,art_department	tt0110357,tt0119282,tt0780521,tt0230011
nm0541635	David Mandel	1971	\N	writer,producer,director	tt1759761,tt1645170,tt0312528,tt0264235
nm0542062	Matt Manfredi	1971	\N	writer,producer,director	tt0277615,tt0402022,tt2400463,tt0790736
nm0542450	Ethan Maniquis	\N	\N	editor,editorial_department,visual_effects	tt1458169,tt0985694,tt10088006,tt0401792
nm0542534	Herman J. Mankiewicz	1897	1953	writer,producer,actor	tt0035211,tt0018662,tt0031500,tt0033467
nm0543283	Harold Manning	1968	\N	writer,miscellaneous,director	tt3792960,tt1723811,tt0485947,tt3716530
nm0543919	Graeme Manson	\N	\N	writer,producer,miscellaneous	tt0772215,tt2234222,tt0123755,tt6156584
nm0544999	Patrick Marber	1964	\N	writer,actor,director	tt0465551,tt0376541,tt0469021,tt0108740
nm0545150	Kelly Marcel	1974	\N	writer,actress,producer	tt1270797,tt1641349,tt2140373,tt2322441
nm0545861	David Marconi	\N	\N	writer,director,art_department	tt0337978,tt1615160,tt0120660,tt0107084
nm0547800	Ken Marino	1968	\N	actor,writer,producer	tt0130421,tt1325113,tt0811106,tt1655460
nm0549369	Malia Scotch Marmo	1957	\N	writer,miscellaneous,producer	tt0102057,tt0102590,tt0483207,tt2935622
nm0549658	Richard Marquand	1937	1987	director,producer,writer	tt1043199,tt0086190,tt0089360,tt0107711
nm0551076	Neil Marshall	1970	\N	producer,director,writer	tt0280609,tt0435625,tt4163020,tt0483607
nm0551128	Rob Marshall	1960	\N	director,miscellaneous,producer	tt0875034,tt0299658,tt2180411,tt5028340
nm0551261	D.M. Marshman Jr.	1922	2015	writer	tt0042123,tt0043014,tt0046288,tt0046405
nm0551376	William Moulton Marston	1893	1947	writer,miscellaneous	tt0974015,tt2975590,tt0451279,tt0275137
nm0552731	Mardik Martin	1934	2019	writer,actor,miscellaneous	tt0076451,tt0070379,tt0085794,tt0081398
nm0553942	Steve Martino	1959	\N	director,miscellaneous,art_department	tt0451079,tt2452042,tt0358082,tt1667889
nm0557270	Patrick Massett	\N	\N	producer,writer,actor	tt0146316,tt0092455,tt0758745,tt1800302
nm0558577	Richard Matheson	1926	2013	writer,miscellaneous,actor	tt0050539,tt0067525,tt0480249,tt0085750
nm0558953	Melissa Mathison	1950	2015	writer,producer,miscellaneous	tt3691740,tt0078788,tt0086491,tt0083866
nm0560329	Burny Mattinson	1935	\N	writer,animation_department,miscellaneous	tt0103639,tt0101414,tt0091149,tt0110357
nm0561631	Ian Maxtone-Graham	1959	\N	producer,writer,soundtrack	tt0096697,tt1759761,tt0462538,tt0302640
nm0562554	Val Mayerik	1950	\N	writer,actor	tt0091225,tt2015381,tt3896198,tt2620204
nm0563243	Dan Mazer	1971	\N	writer,producer,director	tt2244901,tt0241088,tt0443453,tt0889583
